Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
POL002781,79.0,Female,Health,112707.77,0,0,1116.11,12732.86,Low
POL002782,62.0,,Auto,,1,0,862.69,2738.85,Low
POL002783,69.0,Female,Auto,64689.5,1,0,2848.7,8125.49,Low
POL002784,33.0,Other,Health,38627.7,2,0,792.58,9746.0,Medium
POL002785,67.0,Female,Property,99298.26,3,1,3280.21,12007.12,High
POL002786,59.0,Male,Health,78585.72,3,0,4410.74,2538.52,Medium
POL002787,77.0,Female,Health,54340.87,3,0,1626.78,10629.64,Medium
POL002788,72.0,Male,Property,65194.26,2,0,4672.2,782.74,Medium
POL002789,25.0,Male,Property,116954.5,1,0,3407.41,8552.21,Low
POL002790,67.0,Male,Property,73175.76,0,0,1231.31,9710.33,Low
POL002791,38.0,Male,Auto,70456.66,2,0,3399.92,12614.85,Medium
POL002792,18.0,Female,Health,51465.46,4,0,827.47,4925.1,High
POL002793,72.0,Female,Life,30000.0,1,0,2072.89,10480.73,Low
POL002794,25.0,Female,Property,70999.03,1,0,571.88,1481.16,Low
POL002795,46.0,Female,,83137.13,2,1,5622.26,22602.88,High
POL002796,,Male,Health,102489.61,2,0,4244.06,11625.04,Medium
POL002797,55.0,Female,Life,30000.0,1,0,3637.93,13400.53,Low
POL002798,22.0,Male,Health,46872.59,2,0,1394.53,342.11,Medium
POL002799,64.0,Male,Health,60481.47,5,1,5808.64,8286.63,High
POL002800,39.0,Female,Property,74912.98,2,0,3668.86,3231.41,Medium
POL002801,64.0,Male,Property,71374.16,1,0,3497.97,7838.89,Low
POL002802,51.0,Male,Auto,71957.78,0,0,1140.05,2397.26,Low
POL002803,18.0,Female,Life,85202.4,0,0,3524.4,14643.35,Low
POL002804,72.0,Female,Life,52417.67,0,0,4013.37,5879.15,Low
POL002805,72.0,Male,Property,98353.54,4,0,3948.38,2227.98,High
POL002806,,,Property,85836.31,2,0,2325.2,11636.08,Medium
POL002807,,Female,Property,67004.19,0,0,4163.64,8470.99,Low
POL002808,27.0,Female,Life,115022.7,1,0,2254.16,13720.13,Low
POL002809,47.0,Male,Auto,113910.4,1,1,3072.26,14653.97,High
POL002810,67.0,Female,Life,98322.38,1,0,3921.42,12852.71,Low
POL002811,35.0,Female,Property,30000.0,2,0,3899.65,8508.67,Medium
POL002812,34.0,Female,Property,114473.63,3,0,2061.34,3416.75,Medium
POL002813,43.0,Female,Auto,94868.96,1,0,3068.66,6485.87,Low
POL002814,25.0,Male,Health,125160.22,1,0,3262.74,7289.95,Low
POL002815,64.0,Male,Health,105936.61,2,0,1556.82,14635.31,Medium
POL002816,57.0,Male,Life,114458.57,2,0,536.89,3863.9,Medium
POL002817,66.0,Male,Health,96966.37,2,0,946.78,6577.43,Medium
POL002818,29.0,Female,Health,108717.33,2,0,655.62,8478.93,Medium
POL002819,44.0,Male,Life,124853.09,3,0,1843.91,5927.92,Medium
POL002820,25.0,Other,Property,80413.87,1,0,1966.75,1897.25,Low
POL002821,42.0,Female,Health,35694.24,1,1,4647.8,14458.89,High
POL002822,63.0,Male,Property,67313.48,1,0,1062.18,12038.06,Low
POL002823,21.0,Male,Life,84748.64,2,1,3576.42,29710.34,High
POL002824,50.0,Female,Property,76872.19,2,0,3290.12,6767.4,Medium
POL002825,18.0,Other,Property,43835.95,1,1,5105.55,15943.71,High
POL002826,36.0,Male,Life,34223.31,1,0,4969.66,14606.2,Low
POL002827,48.0,Male,Property,56470.93,2,0,3928.83,2595.93,Medium
POL002828,33.0,Female,Health,95193.49,1,0,1716.53,9606.0,Low
POL002829,31.0,Female,Health,114508.49,1,0,3746.92,12281.51,Low
POL002830,70.0,Male,Health,,2,1,3964.26,17643.58,High
POL002831,65.0,Female,Health,101435.68,2,0,3567.12,12183.7,Medium
POL002832,22.0,Male,Property,72979.61,2,0,664.36,11869.54,Medium
POL002833,58.0,Male,Health,31447.94,3,1,6993.24,25149.44,High
POL002834,43.0,Male,Property,63619.49,5,1,4030.41,14867.57,High
POL002835,79.0,Male,Auto,68530.89,0,0,2430.26,1951.88,Low
POL002836,45.0,Male,Property,62573.69,1,0,2990.24,7828.38,Low
POL002837,19.0,Female,Health,76367.37,1,0,1667.44,13087.22,Low
POL002838,67.0,Male,Auto,86035.49,1,0,4903.29,13130.21,Low
POL002839,23.0,Male,Life,96325.38,3,0,2347.62,10530.95,Medium
POL002840,26.0,Male,Property,68047.0,3,0,3027.97,6786.26,Medium
POL002841,50.0,Other,Health,30000.0,2,0,2585.87,3543.9,Medium
POL002842,,Male,Health,62928.06,1,0,4384.28,7172.74,Low
POL002843,42.0,Male,Health,76092.76,0,0,2168.21,3334.26,Low
POL002844,65.0,Female,Life,,2,0,4743.91,11617.99,Medium
POL002845,30.0,Other,Auto,60804.8,3,0,4122.34,6380.46,Medium
POL002846,26.0,Male,Auto,87813.59,0,0,840.44,8136.5,Low
POL002847,70.0,Female,Health,82252.2,0,0,4474.79,10245.91,Low
POL002848,30.0,Female,Property,76097.51,2,0,1317.08,7943.75,Medium
POL002849,48.0,Female,Health,98263.33,2,0,767.97,11354.09,Medium
POL002850,58.0,Male,Health,58478.97,1,0,1497.43,11812.33,Low
POL002851,28.0,Female,Property,60620.34,1,0,883.41,3716.74,Low
POL002852,21.0,Male,Health,,3,1,6084.95,21304.2,High
POL002853,51.0,Female,Life,58996.34,1,0,2513.72,983.89,Low
POL002854,78.0,Female,Health,87700.31,3,0,2636.75,1429.01,Medium
POL002855,55.0,Male,Life,57170.19,3,0,3274.67,12459.19,Medium
POL002856,63.0,Female,Health,80657.61,2,0,2742.73,3288.6,Medium
POL002857,21.0,Male,Auto,72495.68,2,0,4962.21,12536.49,Medium
POL002858,55.0,Female,Property,80373.15,2,0,3306.77,14789.59,Medium
POL002859,36.0,Male,Auto,63506.47,0,0,3137.96,3717.89,Low
POL002860,23.0,Male,Health,66522.79,2,0,2364.83,6959.56,Medium
POL002861,51.0,Male,Health,77400.23,4,0,2508.76,8102.22,High
POL002862,35.0,Female,Life,80051.86,0,0,4952.73,14148.0,Low
POL002863,30.0,Male,Health,,1,0,524.71,2761.59,Low
POL002864,58.0,Male,Health,117634.06,2,0,1199.55,12556.11,Medium
POL002865,40.0,Male,Health,50231.58,3,0,2043.67,14370.96,Medium
POL002866,36.0,Female,Auto,73394.91,1,0,4569.86,8360.81,Low
POL002867,62.0,,Life,,0,0,4720.68,2370.66,Low
POL002868,28.0,Male,Auto,84302.04,2,0,759.22,5073.69,Medium
POL002869,18.0,Male,Life,47118.84,2,0,1137.31,14390.49,Medium
POL002870,91.0,Male,Auto,68042.24,2,0,4470.03,2606.53,Medium
POL002871,79.0,Male,Health,65698.39,1,0,1725.28,7365.73,Low
POL002872,71.0,Male,Auto,82022.28,1,1,5582.49,24526.74,High
POL002873,24.0,Female,Auto,61180.23,1,0,520.66,13571.47,Low
POL002874,42.0,Male,Life,60117.36,1,0,2711.56,8897.5,Low
POL002875,38.0,Male,Life,110896.41,1,0,4393.86,13857.87,Low
POL002876,32.0,Male,Auto,82114.17,1,1,4208.4,16648.93,High
POL002877,18.0,Other,Life,60973.73,1,0,4464.13,7385.63,Low
POL002878,29.0,Female,Life,68729.16,1,0,2061.16,14062.83,Low
POL002879,75.0,Female,Life,116133.87,2,0,3461.75,110.55,Medium
POL002880,24.0,Male,Property,69120.88,0,0,1821.35,2962.38,Low
POL002881,32.0,Male,Life,57768.08,4,0,2816.31,11036.58,High
POL002882,123.0,Male,Property,57875.1,3,0,4227.4,7944.67,Medium
POL002883,36.0,Male,Property,61271.84,2,1,4639.56,12807.05,High
POL002884,77.0,Female,Life,60137.56,0,0,844.37,11785.82,Low
POL002885,46.0,Female,Auto,43008.8,2,0,4681.84,9995.47,Medium
POL002886,42.0,Female,Life,46895.0,1,1,3138.54,11106.48,High
POL002887,50.0,Female,Health,54266.99,0,0,1486.44,5124.29,Low
POL002888,66.0,Male,Auto,89789.28,2,0,4240.95,2596.93,Medium
POL002889,49.0,Female,Property,65469.07,0,0,3358.49,8251.49,Low
POL002890,66.0,Male,Property,69820.96,1,0,2786.01,3653.26,Low
POL002891,52.0,Male,Auto,106752.2,2,0,4152.66,3562.55,Medium
POL002892,61.0,Female,Auto,107375.18,1,0,1417.34,4663.88,Low
POL002893,84.0,Male,Life,67946.88,3,0,3115.23,10159.57,Medium
POL002894,43.0,Male,Property,59228.41,1,0,4828.14,451.49,Low
POL002895,93.0,Male,Health,53389.24,2,0,3366.92,12764.83,Medium
POL002896,,Female,Life,92319.39,0,0,3194.63,9219.5,Low
POL002897,25.0,Female,Auto,69882.32,1,0,632.55,4636.37,Low
POL002898,63.0,Male,Property,65337.63,1,1,3300.94,22444.9,High
POL002899,31.0,Female,Auto,54658.39,1,0,3254.65,11871.37,Low
POL002900,27.0,Male,Auto,55758.34,1,1,4518.42,28127.79,High
POL002901,19.0,Male,Auto,83001.45,1,1,5963.46,14329.07,High
POL002902,63.0,Female,Life,42114.04,2,0,4421.01,7106.44,Medium
POL002903,26.0,Female,Health,99871.72,1,0,2119.33,6267.85,Low
POL002904,20.0,Other,Health,61653.88,2,1,5193.37,14368.31,High
POL002905,38.0,Male,Property,71259.1,4,1,4857.22,21467.65,High
POL002906,43.0,Female,Auto,41575.55,1,0,2646.66,6522.09,Low
POL002907,25.0,Female,Health,74690.85,2,0,4754.06,14594.76,Medium
POL002908,65.0,Female,Auto,66791.98,2,0,3797.55,6024.19,Medium
POL002909,,,Property,73747.99,0,1,4672.98,26537.19,High
POL002910,23.0,Female,Auto,111792.72,1,0,3986.94,14703.58,Low
POL002911,45.0,Female,Health,,0,0,3765.33,4512.04,Low
POL002912,70.0,Male,Auto,55133.52,1,0,2424.13,9350.05,Low
POL002913,46.0,Male,Health,57217.0,2,0,979.13,12446.14,Medium
POL002914,43.0,Male,Property,89878.28,2,0,3336.63,158.93,Medium
POL002915,42.0,Female,Auto,107467.33,0,0,2607.58,4314.22,Low
POL002916,29.0,Female,Health,82047.95,2,0,3157.53,8024.1,Medium
POL002917,22.0,Female,Property,92217.82,0,1,4776.35,22382.74,High
POL002918,51.0,Female,Auto,90243.44,1,0,1382.06,1184.68,Low
POL002919,65.0,Female,Property,110476.61,1,0,1693.14,6761.14,Low
POL002920,54.0,Male,Health,30000.0,0,0,3459.04,1678.65,Low
POL002921,32.0,Male,Auto,,2,0,4788.42,3823.06,Medium
POL002922,61.0,,Auto,,2,0,4963.67,11256.94,Medium
POL002923,53.0,Male,Auto,41531.91,1,0,4138.95,2760.72,Low
POL002924,32.0,Male,Property,52858.3,0,0,4809.02,10012.68,Low
POL002925,60.0,Female,Property,53730.43,2,1,5903.0,19985.08,High
POL002926,86.0,Male,Health,56780.25,0,1,4309.96,15925.64,High
POL002927,40.0,Male,Life,62957.07,1,0,1373.25,3967.25,Low
POL002928,23.0,Male,Auto,81065.07,0,0,3355.03,14301.08,Low
POL002929,63.0,Male,Auto,96641.87,0,0,4546.93,10010.57,Low
POL002930,67.0,Female,Health,102032.92,2,0,4617.16,11574.55,Medium
POL002931,61.0,Female,,54054.42,1,0,4237.93,11893.55,Low
POL002932,76.0,Female,Property,53882.43,4,0,3930.61,10974.89,High
POL002933,60.0,Male,Property,107895.55,1,0,1868.86,14654.28,Low
POL002934,62.0,Female,Auto,91168.6,2,0,894.84,4193.71,Medium
POL002935,38.0,Female,Auto,77071.62,1,0,2863.4,7823.7,Low
POL002936,,Female,Property,86833.42,1,0,2008.69,9994.77,Low
POL002937,60.0,Male,Auto,74254.91,1,0,1076.77,10638.19,Low
POL002938,72.0,Female,Property,88114.62,0,0,2562.29,2963.11,Low
POL002939,33.0,Female,Life,66598.33,1,0,2865.11,13145.06,Low
POL002940,64.0,Female,Life,81720.12,0,0,3984.15,12239.7,Low
POL002941,70.0,Female,Auto,37236.35,1,1,5688.29,18403.7,High
POL002942,77.0,Male,Auto,57805.39,0,1,3892.31,21695.47,High
POL002943,32.0,Female,Auto,58074.72,2,0,4643.31,4491.16,Medium
POL002944,42.0,Male,Property,65640.25,0,0,4048.98,5551.72,Low
POL002945,53.0,Female,Life,51837.17,2,0,2446.19,8050.18,Medium
POL002946,28.0,Male,Life,61661.41,0,0,2076.13,8138.3,Low
POL002947,68.0,Male,Health,37139.65,1,0,1930.47,8027.68,Low
POL002948,32.0,Male,Health,88717.51,3,0,2586.72,8209.46,Medium
POL002949,21.0,Female,Auto,72937.16,2,0,1986.37,9578.35,Medium
POL002950,38.0,Male,Property,32369.81,2,0,2609.72,334.03,Medium
POL002951,30.0,Female,Auto,54129.25,2,0,3097.69,2183.35,Medium
POL002952,39.0,Female,,83415.04,2,1,3320.46,27458.98,High
POL002953,115.0,Male,Auto,61424.45,2,0,4090.52,10655.02,Medium
POL002954,51.0,Male,Auto,57576.46,2,0,1006.78,7688.08,Medium
POL002955,31.0,Male,Life,73135.18,1,0,2319.55,9471.24,Low
POL002956,78.0,Female,,83589.94,3,0,1243.49,14563.35,Medium
POL002957,21.0,Female,Life,39091.19,3,0,1867.68,10977.98,Medium
POL002958,65.0,Male,Life,88753.21,2,0,2562.29,14104.01,Medium
POL002959,70.0,Male,Health,54992.67,2,0,3869.39,383.18,Medium
POL002960,69.0,Female,Property,74551.8,1,0,3321.89,6762.66,Low
POL002961,63.0,Female,Property,74114.5,1,0,2123.26,5382.28,Low
POL002962,44.0,Female,Life,61823.35,1,0,3159.25,10612.31,Low
POL002963,,,Property,49408.51,3,0,1833.45,13948.6,Medium
POL002964,64.0,Male,Property,67857.84,2,0,4273.15,700.2,Medium
POL002965,45.0,Male,Property,115633.26,0,0,2674.29,953.84,Low
POL002966,112.0,Male,Property,40958.12,2,0,3725.41,10125.25,Medium
POL002967,25.0,Male,Life,117307.83,0,0,1903.79,5256.21,Low
POL002968,33.0,Male,Auto,68506.97,0,0,3548.04,3125.01,Low
POL002969,59.0,Male,Auto,75884.29,1,0,4670.47,14325.24,Low
POL002970,53.0,Male,Auto,47832.23,0,1,4568.65,9248.09,High
POL002971,47.0,Female,Health,55718.26,2,0,3157.7,4182.3,Medium
POL002972,86.0,Female,Property,62427.26,1,1,4535.92,17811.18,High
POL002973,19.0,Female,Life,48857.63,5,0,2934.41,11763.45,High
POL002974,66.0,Female,Life,69777.05,1,0,1375.71,8469.94,Low
POL002975,30.0,Male,Health,64824.6,4,0,621.95,4992.76,High
POL002976,21.0,Female,Life,121269.53,1,0,820.72,2629.33,Low
POL002977,43.0,Male,Auto,45850.65,3,1,6610.12,16256.36,High
POL002978,42.0,Female,Health,77567.26,3,0,4344.77,676.25,Medium
POL002979,98.0,Male,Life,81196.16,2,0,4130.87,12569.28,Medium
POL002980,28.0,Other,Health,48241.99,2,1,5861.68,27556.22,High
POL002981,24.0,Male,Health,92170.69,3,0,3832.4,12363.39,Medium
POL002982,48.0,Male,Life,65041.82,2,1,4824.58,9185.19,High
POL002983,,,Auto,30000.0,3,1,4215.28,20587.08,High
POL002984,27.0,Male,Life,91496.24,0,0,4058.01,10209.81,Low
POL002985,56.0,Female,Property,47076.48,2,0,3645.26,5345.29,Medium
POL002986,30.0,Female,Property,48805.63,3,0,2912.68,5951.14,Medium
POL002987,48.0,Female,Life,92197.55,0,0,3726.64,4339.95,Low
POL002988,24.0,Other,Auto,66320.96,1,0,4814.47,3248.22,Low
POL002989,,Other,Property,97944.3,3,0,4380.26,13674.92,Medium
POL002990,66.0,Male,Property,105254.15,1,0,1375.08,2847.87,Low
POL002991,59.0,Female,Life,58876.79,2,1,3491.75,29536.82,High
POL002992,78.0,Female,Life,94831.56,4,1,3549.49,14613.3,High
POL002993,59.0,Female,Life,56113.48,2,0,3707.68,14766.35,Medium
POL002994,73.0,Male,Health,130827.9,2,0,1755.1,7027.27,Medium
POL002995,53.0,Female,Health,57676.07,0,0,3731.98,5394.67,Low
POL002996,37.0,Other,Health,100652.19,0,0,1328.68,14978.4,Low
POL002997,21.0,Female,Life,96094.75,1,1,5525.0,29794.56,High
POL002998,71.0,Male,Auto,82902.2,0,0,561.21,14174.92,Low
POL002999,24.0,Male,Property,58236.42,3,0,988.91,3808.95,Medium
POL003000,71.0,Male,Health,71215.06,3,0,866.44,11337.53,Medium
POL003001,118.0,Female,Auto,30000.0,1,0,4057.66,13370.63,Low
POL003002,61.0,Female,Life,80610.5,1,0,4569.79,7987.5,Low
POL003003,73.0,Male,Health,83740.38,2,0,1285.38,6415.85,Medium
POL003004,62.0,Male,Life,78337.49,3,0,2860.28,4509.76,Medium
POL003005,59.0,Male,Auto,30000.0,4,0,1175.93,8552.41,High
POL003006,64.0,Male,Health,43359.09,1,1,6968.99,27373.91,High
POL003007,76.0,Female,Health,56297.73,1,0,4193.41,6534.51,Low
POL003008,30.0,Female,Health,82291.47,3,0,4033.24,10269.87,Medium
POL003009,72.0,Male,Health,82233.47,2,0,1631.74,9820.11,Medium
POL003010,39.0,Female,Auto,70744.41,0,1,5812.5,17553.63,High
POL003011,71.0,Male,Health,90881.14,1,0,1438.55,8839.6,Low
POL003012,38.0,Other,Property,49343.94,1,1,6498.7,16077.31,High
POL003013,39.0,Male,Property,90255.88,2,0,790.75,498.36,Medium
POL003014,45.0,Male,Life,86868.55,0,0,4938.44,8745.88,Low
POL003015,26.0,Male,Health,84438.87,1,0,4609.5,14492.83,Low
POL003016,97.0,,,70448.99,0,0,857.53,2997.3,Low
POL003017,26.0,,Property,,2,0,2575.73,10789.0,Medium
POL003018,32.0,,,87329.89,1,0,4885.57,6554.77,Low
POL003019,27.0,Male,Auto,,1,0,745.15,2172.53,Low
POL003020,41.0,Male,Health,81207.64,1,0,3509.39,595.85,Low
POL003021,75.0,Male,Auto,93812.08,1,0,979.21,10729.29,Low
POL003022,74.0,Female,Auto,60297.29,2,1,4174.54,24226.5,High
POL003023,78.0,Male,Property,102231.81,2,0,711.84,4546.6,Medium
POL003024,59.0,Female,Property,84550.84,5,1,3321.9,29449.09,High
POL003025,25.0,Female,Life,30000.0,1,0,3661.09,10617.51,Low
POL003026,41.0,,,82491.8,0,0,686.5,5875.56,Low
POL003027,33.0,Male,Health,64849.27,2,0,2768.65,5855.73,Medium
POL003028,66.0,Male,Property,88429.5,2,0,1845.59,11934.08,Medium
POL003029,43.0,Male,Property,98605.37,1,0,3691.57,204.02,Low
POL003030,44.0,Female,Health,79879.05,2,0,2796.19,11332.47,Medium
POL003031,54.0,Female,Life,116631.31,0,1,6218.82,23319.36,High
POL003032,,,Property,70532.33,2,0,1694.7,8171.06,Medium
POL003033,67.0,Male,Life,90620.45,0,0,2693.59,5248.8,Low
POL003034,41.0,Female,Auto,95123.56,3,1,6322.39,20214.47,High
POL003035,36.0,Female,Property,72566.35,0,0,4485.2,1453.42,Low
POL003036,53.0,Male,Auto,94469.36,1,0,4534.55,5178.52,Low
POL003037,77.0,Female,Property,60133.18,1,0,1006.7,10834.14,Low
POL003038,56.0,Male,Auto,64435.79,3,0,4474.86,13385.53,Medium
POL003039,27.0,Male,Property,42187.78,1,0,3076.42,12202.15,Low
POL003040,42.0,Female,,81035.23,3,0,4395.35,11988.98,Medium
POL003041,86.0,Female,Life,83131.29,3,0,3325.0,185.43,Medium
POL003042,36.0,Female,Life,104481.58,1,0,4626.12,2955.09,Low
POL003043,53.0,Male,Auto,94778.5,2,0,2569.25,14181.81,Medium
POL003044,27.0,Female,Life,67880.11,0,0,4991.8,13065.48,Low
POL003045,50.0,Male,Auto,45545.51,1,0,4358.87,1988.29,Low
POL003046,72.0,Male,Property,85821.26,0,0,3332.08,9578.88,Low
POL003047,67.0,Female,Auto,102768.83,2,0,2264.03,6553.59,Medium
POL003048,22.0,Male,Property,93879.62,3,0,3270.86,214.48,Medium
POL003049,,Female,Health,102111.94,1,1,5108.29,12524.94,High
POL003050,66.0,Female,Health,69702.76,1,0,2042.06,14152.71,Low
POL003051,52.0,Male,Health,63334.53,0,0,2934.25,13819.59,Low
POL003052,61.0,Male,Auto,56577.47,1,0,4505.91,5825.72,Low
POL003053,51.0,Male,Health,73602.59,2,0,4785.54,11838.44,Medium
POL003054,50.0,Male,Health,73035.23,0,0,3281.68,7519.88,Low
POL003055,72.0,Female,Health,80166.94,4,1,5848.52,15395.74,High
POL003056,38.0,Female,Property,71767.56,0,0,3952.75,14452.96,Low
POL003057,34.0,Male,Life,71659.31,1,1,3347.16,28424.78,High
POL003058,39.0,Male,Auto,55582.65,2,0,792.31,7122.83,Medium
POL003059,65.0,Female,Health,98540.48,7,1,5774.1,19465.93,High
POL003060,54.0,Female,Property,76912.95,1,1,5792.3,19189.19,High
POL003061,32.0,Male,Life,70638.9,1,0,2816.52,3291.89,Low
POL003062,52.0,Male,Life,56314.27,0,0,510.53,8417.72,Low
POL003063,45.0,Female,Life,41702.17,1,0,3558.46,12303.79,Low
POL003064,24.0,Male,Property,107699.1,2,0,2487.56,1025.32,Medium
POL003065,,,Health,88865.97,1,0,1667.6,11791.99,Low
POL003066,28.0,Female,Life,34402.05,5,0,1720.41,14244.92,High
POL003067,27.0,Female,Property,94078.56,2,0,690.39,8235.37,Medium
POL003068,,Female,Property,98062.03,2,0,1501.76,3282.0,Medium
POL003069,31.0,Female,Auto,78109.4,3,1,4570.31,8422.17,High
POL003070,30.0,Female,Property,114952.77,5,1,4671.18,26329.28,High
POL003071,78.0,Male,Life,80417.99,0,0,2724.13,5918.01,Low
POL003072,74.0,Male,Life,39579.41,2,0,4205.77,10524.49,Medium
POL003073,79.0,Male,Property,84129.23,2,0,3045.79,5782.24,Medium
POL003074,42.0,Male,Life,,1,0,3142.99,7317.06,Low
POL003075,19.0,Female,Property,59917.58,0,0,937.74,8224.27,Low
POL003076,52.0,Female,Life,89338.97,2,0,2077.8,5157.4,Medium
POL003077,24.0,Other,Auto,33308.37,1,1,3201.81,10757.48,High
POL003078,38.0,Female,Health,99764.17,0,0,3129.13,7712.37,Low
POL003079,35.0,Male,Auto,53046.96,0,0,2188.94,7368.41,Low
POL003080,20.0,Male,Auto,50376.35,0,0,2439.66,6454.74,Low
POL003081,59.0,Female,Health,72154.38,0,0,1021.52,2848.82,Low
POL003082,71.0,Female,Life,85824.32,2,0,618.07,879.24,Medium
POL003083,78.0,Female,Health,79098.1,0,0,1149.03,12416.91,Low
POL003084,56.0,Female,Property,56433.52,2,1,4288.67,19022.73,High
POL003085,58.0,Female,Health,62347.77,0,0,1774.27,14706.34,Low
POL003086,66.0,Female,Auto,46673.94,2,0,3664.16,14669.57,Medium
POL003087,28.0,Male,Health,69383.0,2,0,1222.04,8743.11,Medium
POL003088,56.0,Female,Life,101875.53,3,0,3916.28,7402.83,Medium
POL003089,41.0,Female,Auto,74893.43,1,0,3690.87,2878.11,Low
POL003090,77.0,Male,Property,96485.36,2,0,1181.45,5752.1,Medium
POL003091,63.0,Female,Life,111385.03,2,0,3473.0,11802.92,Medium
POL003092,36.0,Male,Auto,60299.54,2,0,1975.48,14452.04,Medium
POL003093,21.0,Female,Property,70335.67,4,1,4523.55,25865.71,High
POL003094,43.0,,,129279.82,2,0,3303.26,9291.62,Medium
POL003095,55.0,Female,Property,111108.59,1,1,4468.78,22255.17,High
POL003096,59.0,Male,Health,33189.89,2,0,4831.02,1991.43,Medium
POL003097,49.0,Female,Health,84678.71,1,1,4894.03,10081.11,High
POL003098,56.0,Male,Property,75014.0,2,1,6782.25,25854.59,High
POL003099,62.0,Male,Health,95661.33,0,1,5655.94,25317.43,High
POL003100,63.0,Female,Property,56375.53,0,0,1888.67,11629.86,Low
POL003101,53.0,Female,Life,54009.79,0,0,1143.96,1876.11,Low
POL003102,57.0,Male,Auto,58098.23,1,0,1850.85,1042.31,Low
POL003103,54.0,Male,Property,60701.79,3,0,2002.79,7343.42,Medium
POL003104,50.0,Female,Auto,95383.1,4,1,4321.31,28108.15,High
POL003105,53.0,Female,Auto,45469.97,0,1,3170.63,21259.54,High
POL003106,20.0,Female,Property,59434.65,3,0,1340.47,1777.59,Medium
POL003107,26.0,Male,Health,30274.69,1,0,4874.52,6840.8,Low
POL003108,25.0,Female,Life,100177.95,1,0,819.04,6650.09,Low
POL003109,50.0,Male,Auto,106775.75,0,0,4681.98,14501.57,Low
POL003110,76.0,Male,Life,66823.16,5,1,4989.02,17445.65,High
POL003111,23.0,Female,Auto,67551.27,4,1,4803.18,22998.89,High
POL003112,85.0,Female,Property,86330.55,0,0,2283.0,11740.39,Low
POL003113,56.0,Female,Health,111862.05,0,0,2300.64,11838.84,Low
POL003114,21.0,Male,Life,85215.27,3,0,3657.66,12999.36,Medium
POL003115,30.0,Male,Auto,57561.45,1,0,3451.76,3912.79,Low
POL003116,66.0,Male,Property,34529.44,1,1,4594.43,15540.69,High
POL003117,77.0,Other,Property,47121.84,1,0,3732.58,13140.62,Low
POL003118,19.0,Male,Auto,76830.49,3,0,3231.65,1097.11,Medium
POL003119,77.0,Male,Auto,58616.81,1,0,1291.44,921.37,Low
POL003120,22.0,Male,Auto,79874.19,2,0,2644.86,9754.45,Medium
POL003121,61.0,Female,Health,61176.9,1,0,2737.26,13652.43,Low
POL003122,44.0,Male,Auto,48546.34,0,0,3374.91,11933.61,Low
POL003123,49.0,Female,Auto,45574.21,2,0,2147.25,12005.3,Medium
POL003124,38.0,Male,Health,114058.86,1,0,1154.21,5463.63,Low
POL003125,25.0,Female,Property,97224.69,0,1,3224.07,13454.12,High
POL003126,55.0,Male,Auto,118262.95,2,1,4856.4,24682.91,High
POL003127,25.0,Female,Life,88498.77,2,0,1107.28,11926.73,Medium
POL003128,67.0,Female,Property,64250.21,2,0,2552.7,8750.69,Medium
POL003129,20.0,Male,Life,108083.52,3,1,4479.69,14183.59,High
POL003130,71.0,Other,Auto,74173.3,0,0,961.39,501.42,Low
POL003131,61.0,Male,Health,80521.04,1,0,3819.42,14144.62,Low
POL003132,78.0,Female,Health,73929.39,3,0,1789.34,13071.6,Medium
POL003133,117.0,Female,Health,30000.0,1,0,841.67,874.01,Low
POL003134,20.0,Male,Auto,115118.38,0,0,4527.34,6347.96,Low
POL003135,39.0,Male,Auto,87275.1,1,0,4875.77,13800.2,Low
POL003136,23.0,Male,Life,83245.58,2,0,1093.3,7740.64,Medium
POL003137,19.0,Male,Health,73455.6,1,0,4532.3,1462.62,Low
POL003138,40.0,,Auto,,0,1,6102.95,13312.05,High
POL003139,61.0,Male,Property,60068.03,2,0,1406.65,5441.54,Medium
POL003140,19.0,Male,Auto,90414.48,3,0,3521.87,7792.09,Medium
